Date,PM2.5
2022-05-03,19.0
2022-05-04,31.0
2022-05-05,30.0
2022-05-06,40.0
2022-05-07,32.0
2022-05-08,30.0
2022-05-09,32.0
2022-05-10,21.0
2022-05-11,15.0
2022-05-12,21.0
2022-05-13,22.0
2022-05-14,26.0
2022-05-15,29.0
2022-05-16,19.0
2022-05-17,27.0
2022-05-18,26.0
2022-05-19,24.0
2022-05-20,15.0
2022-05-21,13.0
2022-05-22,19.0
2022-05-23,20.0
2022-05-24,20.0
2022-05-25,26.0
2022-05-26,22.0
2022-05-27,25.0
2022-05-28,26.0
2022-05-29,31.0
2022-05-30,26.0
2022-05-31,28.0
2022-06-01,33.0
2022-06-02,28.0
2022-06-03,19.0
2022-06-04,23.0
2022-06-05,17.0
2022-06-06,18.0
2022-06-07,19.0
2022-06-08,24.0
2022-06-09,20.0
2022-06-10,22.0
2022-06-11,23.0
2022-06-12,25.0
2022-06-13,29.0
2022-06-14,30.0
2022-06-15,24.0
2022-06-16,26.0
2022-06-17,24.0
2022-06-18,24.0
2022-06-19,17.0
2022-06-20,18.0
2022-06-21,22.0
2022-06-22,24.0
2022-06-23,23.0
2022-06-24,21.0
2022-06-25,25.0
2022-06-26,17.0
2022-06-27,28.0
2022-06-28,30.0
2022-06-29,28.0
2022-06-30,22.0
2022-07-01,23.0
2022-07-02,22.0
2022-07-03,22.0
2022-07-04,16.0
2022-07-05,18.0
2022-07-06,19.0
2022-07-07,18.0
2022-07-08,19.0
2022-07-09,24.0
2022-07-10,16.0
2022-07-11,18.0
2022-07-12,18.0
2022-07-13,21.0
2022-07-14,20.0
2022-07-15,29.0
2022-07-16,22.0
2022-07-17,17.0
2022-07-18,20.0
2022-07-19,19.0
2022-07-20,20.0
2022-07-21,21.0
2022-07-22,21.0
2022-07-23,20.0
2022-07-24,27.0
2022-07-25,25.0
2022-07-26,24.0
2022-07-27,24.0
2022-07-28,25.0
2022-07-29,
2022-07-30,
2022-07-31,32.0
2022-08-01,30.0
2022-08-02,26.0
2022-08-03,23.0
2022-08-04,22.0
2022-08-05,21.0
2022-08-06,20.0
2022-08-07,14.0
2022-08-08,17.0
2022-08-09,21.0
2022-08-10,17.0
2022-08-11,20.0
2022-08-12,21.0
2022-08-13,22.0
2022-08-14,22.0
2022-08-15,20.0
2022-08-16,20.0
2022-08-17,25.0
2022-08-18,21.0
2022-08-19,25.0
2022-08-20,26.0
2022-08-21,23.0
2022-08-22,21.0
2022-08-23,24.0
2022-08-24,29.0
2022-08-25,26.0
2022-08-26,22.0
2022-08-27,24.0
2022-08-28,24.0
2022-08-29,28.0
2022-08-30,34.0
2022-08-31,27.0
2022-09-01,38.0
2022-09-02,43.0
2022-09-03,32.0
2022-09-04,22.0
2022-09-05,22.0
2022-09-06,20.0
2022-09-07,19.0
2022-09-08,22.0
2022-09-09,25.0
2022-09-10,22.0
2022-09-11,24.0
2022-09-12,31.0
2022-09-13,35.0
2022-09-14,27.0
2022-09-15,21.0
2022-09-16,20.0
2022-09-17,18.0
2022-09-18,25.0
2022-09-19,17.0
2022-09-20,20.0
2022-09-21,26.0
2022-09-22,30.0
2022-09-23,40.0
2022-09-24,38.0
2022-09-25,36.0
2022-09-26,28.0
2022-09-27,26.0
2022-09-28,17.0
2022-09-29,20.0
2022-09-30,18.0
2022-10-01,18.0
2022-10-02,29.0
2022-10-03,28.0
2022-10-04,26.0
2022-10-05,39.0
2022-10-06,34.0
2022-10-07,27.0
2022-10-08,25.0
2022-10-09,20.0
2022-10-10,20.0
2022-10-11,26.0
2022-10-12,35.0
2022-10-13,34.0
2022-10-14,36.0
2022-10-15,36.0
2022-10-16,28.0
2022-10-17,40.0
2022-10-18,46.0
2022-10-19,47.0
2022-10-20,43.0
2022-10-21,36.0
2022-10-22,40.0
2022-10-23,30.0
2022-10-24,49.0
2022-10-25,51.0
2022-10-26,38.0
2022-10-27,23.0
2022-10-28,24.0
2022-10-29,24.0
2022-10-30,35.0
2022-10-31,39.0
2022-11-01,38.0
2022-11-02,33.0
2022-11-03,33.0
2022-11-04,30.0
2022-11-05,42.0
2022-11-06,41.0
2022-11-07,43.0
2022-11-08,47.0
2022-11-09,44.0
2022-11-10,38.0
2022-11-11,34.0
2022-11-12,38.0
2022-11-13,35.0
2022-11-14,31.0
2022-11-15,28.0
2022-11-16,32.0
2022-11-17,37.0
2022-11-18,30.0
2022-11-19,36.0
2022-11-20,28.0
2022-11-21,27.0
2022-11-22,40.0
2022-11-23,39.0
2022-11-24,38.0
2022-11-25,27.0
2022-11-26,29.0
2022-11-27,32.0
2022-11-28,29.0
2022-11-29,40.0
2022-11-30,55.0
2022-12-01,33.0
2022-12-02,33.0
2022-12-03,25.0
2022-12-04,24.0
2022-12-05,23.0
2022-12-06,19.0
2022-12-07,25.0
2022-12-08,39.0
2022-12-09,31.0
2022-12-10,34.0
2022-12-11,28.0
2022-12-12,32.0
2022-12-13,28.0
2022-12-14,37.0
2022-12-15,40.0
2022-12-16,52.0
2022-12-17,43.0
2022-12-18,23.0
2022-12-19,32.0
2022-12-20,41.0
2022-12-21,50.0
2022-12-22,52.0
2022-12-23,40.0
2022-12-24,34.0
2022-12-25,30.0
2022-12-26,35.0
2022-12-27,36.0
2022-12-28,42.0
2022-12-29,43.0
2022-12-30,27.0
2022-12-31,29.0
2023-01-01,29.0
2023-01-02,33.0
2023-01-03,32.0
2023-01-04,29.0
2023-01-05,29.0
2023-01-06,23.0
2023-01-07,23.0
2023-01-08,41.0
2023-01-09,49.0
2023-01-10,46.0
2023-01-11,24.0
2023-01-12,36.0
2023-01-13,38.0
2023-01-14,26.0
2023-01-15,34.0
2023-01-16,30.0
2023-01-17,37.0
2023-01-18,35.0
2023-01-19,31.0
2023-01-20,36.0
2023-01-21,38.0
2023-01-22,44.0
2023-01-23,54.0
2023-01-24,55.0
2023-01-25,27.0
2023-01-26,52.0
2023-01-27,56.0
2023-01-28,36.0
2023-01-29,39.0
2023-01-30,50.0
2023-01-31,79.0
2023-02-01,91.0
2023-02-02,94.0
2023-02-03,59.0
2023-02-04,35.0
2023-02-05,29.0
2023-02-06,26.0
2023-02-07,25.0
2023-02-08,23.0
2023-02-09,25.0
2023-02-10,21.0
2023-02-11,24.0
2023-02-12,25.0
2023-02-13,27.0
2023-02-14,34.0
2023-02-15,42.0
2023-02-16,35.0
2023-02-17,41.0
2023-02-18,53.0
2023-02-19,59.0
2023-02-20,46.0
2023-02-21,42.0
2023-02-22,50.0
2023-02-23,53.0
2023-02-24,62.0
2023-02-25,45.0
2023-02-26,37.0
2023-02-27,43.0
2023-02-28,65.0
2023-03-01,64.0
2023-03-02,55.0
2023-03-03,45.0
2023-03-04,62.0
2023-03-05,59.0
2023-03-06,59.0
2023-03-07,86.0
2023-03-08,77.0
2023-03-09,66.0
2023-03-10,67.0
2023-03-11,53.0
2023-03-12,46.0
2023-03-13,48.0
2023-03-14,51.0
2023-03-15,54.0
2023-03-16,39.0
2023-03-17,34.0
2023-03-18,33.0
2023-03-19,35.0
2023-03-20,36.0
2023-03-21,34.0
2023-03-22,32.0
2023-03-23,27.0
2023-03-24,35.0
2023-03-25,34.0
2023-03-26,28.0
2023-03-27,30.0
2023-03-28,25.0
2023-03-29,25.0
2023-03-30,28.0
2023-03-31,29.0
2023-04-01,33.0
2023-04-02,38.0
2023-04-03,41.0
2023-04-04,55.0
2023-04-05,54.0
2023-04-06,51.0
2023-04-07,40.0
2023-04-08,28.0
2023-04-09,31.0
2023-04-10,27.0
2023-04-11,40.0
2023-04-12,42.0
2023-04-13,53.0
2023-04-14,56.0
2023-04-15,70.0
2023-04-16,74.0
2023-04-17,56.0
2023-04-18,61.0
2023-04-19,60.0
2023-04-20,54.0
2023-04-21,63.0
2023-04-22,63.0
2023-04-23,51.0
2023-04-24,37.0
2023-04-25,34.0
2023-04-26,38.0
2023-04-27,53.0
2023-04-28,41.0
2023-04-29,37.0
2023-04-30,34.0
2023-05-01,39.0
2023-05-02,33.0
2023-05-03,28.0
2023-05-04,29.0
2023-05-05,33.0
2023-05-06,37.0
2023-05-07,31.0
2023-05-08,31.0
2023-05-09,39.0
2023-05-10,26.0
2023-05-11,36.0
2023-05-12,26.0
2023-05-13,27.0
2023-05-14,24.0
2023-05-15,34.0
2023-05-16,43.0
2023-05-17,37.0
2023-05-18,34.0
2023-05-19,34.0
2023-05-20,34.0
2023-05-21,35.0
2023-05-22,31.0
2023-05-23,27.0
2023-05-24,29.0
2023-05-25,31.0
2023-05-26,35.0
2023-05-27,31.0
2023-05-28,32.0
2023-05-29,29.0
2023-05-30,33.0
2023-05-31,40.0
2023-06-01,31.6
2023-06-02,24.6
2023-06-03,26.6
2023-06-04,17.7
2023-06-05,17.3
2023-06-06,25.1
2023-06-07,21.4
2023-06-08,24.1
2023-06-09,19.8
2023-06-10,19.0
2023-06-11,17.3
2023-06-12,15.8
2023-06-13,18.8
2023-06-14,15.8
2023-06-15,18.9
2023-06-16,20.0
2023-06-17,17.2
2023-06-18,18.6
2023-06-19,20.5
2023-06-20,18.3
2023-06-21,20.3
2023-06-22,28.5
2023-06-23,27.2
2023-06-24,22.0
2023-06-25,22.2
2023-06-26,22.2
2023-06-27,24.2
2023-06-28,26.1
2023-06-29,27.6
2023-06-30,23.9
2023-07-01,23.3
2023-07-02,19.7
2023-07-03,21.9
2023-07-04,24.7
2023-07-05,35.0
2023-07-06,27.0
2023-07-07,25.7
2023-07-08,23.2
2023-07-09,26.6
2023-07-10,22.6
2023-07-11,24.9
2023-07-12,25.5
2023-07-13,25.8
2023-07-14,20.6
2023-07-15,23.9
2023-07-16,25.3
2023-07-17,16.4
2023-07-18,17.8
2023-07-19,20.7
2023-07-20,29.4
2023-07-21,28.0
2023-07-22,28.7
2023-07-23,25.8
2023-07-24,24.5
2023-07-25,23.7
2023-07-26,21.0
2023-07-27,19.3
2023-07-28,17.6
2023-07-29,20.4
2023-07-30,20.6
2023-07-31,20.4
2023-08-01,21.9
2023-08-02,25.2
2023-08-03,21.7
2023-08-04,23.5
2023-08-05,21.1
2023-08-06,18.1
2023-08-07,18.5
2023-08-08,17.5
2023-08-09,19.9
2023-08-10,19.4
2023-08-11,18.8
2023-08-12,24.2
2023-08-13,23.6
2023-08-14,21.0
2023-08-15,21.5
2023-08-16,16.7
2023-08-17,18.5
2023-08-18,20.9
2023-08-19,21.1
2023-08-20,23.6
2023-08-21,23.3
2023-08-22,21.4
2023-08-23,22.0
2023-08-24,20.8
2023-08-25,19.5
2023-08-26,21.5
2023-08-27,18.7
2023-08-28,18.0
2023-08-29,18.0
2023-08-30,21.0
2023-08-31,28.9
2023-09-01,24.5
2023-09-02,23.5
2023-09-03,22.4
2023-09-04,19.2
2023-09-05,12.2
2023-09-06,16.2
2023-09-07,18.7
2023-09-08,14.9
2023-09-09,20.4
2023-09-10,21.5
2023-09-11,16.6
2023-09-12,16.0
2023-09-13,16.3
2023-09-14,21.4
2023-09-15,21.4
2023-09-16,18.6
2023-09-17,18.9
2023-09-18,20.6
2023-09-19,25.9
2023-09-20,29.2
2023-09-21,24.6
2023-09-22,27.2
2023-09-23,32.2
2023-09-24,35.8
2023-09-25,33.5
2023-09-26,24.6
2023-09-27,23.6
2023-09-28,21.3
2023-09-29,20.1
2023-09-30,24.4
2023-10-01,21.0
2023-10-02,18.3
2023-10-03,19.0
2023-10-04,22.4
2023-10-05,30.6
2023-10-06,24.6
2023-10-07,23.0
2023-10-08,21.2
2023-10-09,26.6
2023-10-10,34.6
2023-10-11,25.4
2023-10-12,27.4
2023-10-13,35.7
2023-10-14,25.0
2023-10-15,27.8
2023-10-16,34.0
2023-10-17,36.0
2023-10-18,52.4
2023-10-19,41.7
2023-10-20,54.1
2023-10-21,36.4
2023-10-22,26.2
2023-10-23,30.6
2023-10-24,44.8
2023-10-25,36.5
2023-10-26,30.5
2023-10-27,26.8
2023-10-28,29.9
2023-10-29,40.6
2023-10-30,32.0
2023-10-31,20.9
2023-11-01,24.2
2023-11-02,36.6
2023-11-03,49.8
2023-11-04,56.3
2023-11-05,33.3
2023-11-06,36.4
2023-11-07,31.6
2023-11-08,34.0
2023-11-09,31.8
2023-11-10,33.1
2023-11-11,30.7
2023-11-12,27.7
2023-11-13,25.9
2023-11-14,20.6
2023-11-15,22.3
2023-11-16,21.2
2023-11-17,14.8
2023-11-18,24.8
2023-11-19,30.9
2023-11-20,32.1
2023-11-21,36.2
2023-11-22,42.8
2023-11-23,40.9
2023-11-24,32.1
2023-11-25,31.5
2023-11-26,36.8
2023-11-27,31.0
2023-11-28,37.3
2023-11-29,47.4
2023-11-30,41.5
2023-12-01,28.2
2023-12-02,24.3
2023-12-03,24.1
2023-12-04,28.9
2023-12-05,34.7
2023-12-06,31.6
2023-12-07,19.2
2023-12-08,29.1
2023-12-09,42.8
2023-12-10,61.0
2023-12-11,40.9
2023-12-12,51.4
2023-12-13,41.9
2023-12-14,31.6
2023-12-15,43.5
2023-12-16,42.6
2023-12-17,37.7
2023-12-18,25.1
2023-12-19,37.0
2023-12-20,37.5
2023-12-21,24.1
2023-12-22,24.5
2023-12-23,33.0
2023-12-24,35.9
2023-12-25,39.8
2023-12-26,50.1
2023-12-27,45.2
2023-12-28,40.8
2023-12-29,42.4
2023-12-30,47.5
2023-12-31,41.3
2024-01-01,34.8
2024-01-02,35.4
2024-01-03,31.9
2024-01-04,37.7
2024-01-05,34.8
2024-01-06,38.3
2024-01-07,44.2
2024-01-08,46.1
2024-01-09,63.3
2024-01-10,48.3
2024-01-11,42.3
2024-01-12,37.3
2024-01-13,37.6
2024-01-14,40.4
2024-01-15,38.7
2024-01-16,40.4
2024-01-17,46.7
2024-01-18,51.8
2024-01-19,68.7
2024-01-20,56.3
2024-01-21,46.5
2024-01-22,51.7
2024-01-23,62.8
2024-01-24,39.4
2024-01-25,37.7
2024-01-26,42.9
2024-01-27,53.7
2024-01-28,60.1
2024-01-29,50.9
2024-01-30,74.6
2024-01-31,78.0
2024-02-01,47.4
2024-02-02,38.4
2024-02-03,39.2
2024-02-04,36.4
2024-02-05,38.5
2024-02-06,38.5
2024-02-07,38.1
2024-02-08,35.1
2024-02-09,30.6
2024-02-10,41.6
2024-02-11,41.4
2024-02-12,60.1
2024-02-13,67.6
2024-02-14,83.0
2024-02-15,71.3
2024-02-16,43.2
2024-02-17,37.4
2024-02-18,29.3
2024-02-19,26.9
2024-02-20,26.0
2024-02-21,27.8
2024-02-22,24.0
2024-02-23,29.5
2024-02-24,27.5
2024-02-25,29.2
2024-02-26,36.1
2024-02-27,43.7
2024-02-28,32.6
2024-02-29,24.0
2024-03-01,25.4
2024-03-02,32.3
2024-03-03,34.0
2024-03-04,29.8
2024-03-05,32.5
2024-03-06,31.2
2024-03-07,39.0
2024-03-08,33.5
2024-03-09,35.1
2024-03-10,26.5
2024-03-11,41.3
2024-03-12,39.1
2024-03-13,31.0
2024-03-14,27.8
2024-03-15,25.6
2024-03-16,24.8
2024-03-17,26.2
2024-03-18,30.2
2024-03-19,34.8
2024-03-20,46.8
2024-03-21,61.7
2024-03-22,59.1
2024-03-23,25.8
2024-03-24,24.8
2024-03-25,28.1
2024-03-26,25.3
2024-03-27,23.1
2024-03-28,23.3
2024-03-29,31.5
2024-03-30,20.6
2024-03-31,20.4
2024-04-01,32.4
2024-04-02,32.2
2024-04-03,32.5
2024-04-04,31.1
2024-04-05,38.4
2024-04-06,38.6
2024-04-07,31.5
2024-04-08,27.0
2024-04-09,22.3
2024-04-10,29.0
2024-04-11,70.4
2024-04-12,46.4
2024-04-13,36.1
2024-04-14,39.7
2024-04-15,32.6
2024-04-16,31.1
2024-04-17,27.7
2024-04-18,33.1
2024-04-19,44.6
2024-04-20,47.6
2024-04-21,49.2
2024-04-22,42.8
2024-04-23,36.3
2024-04-24,29.0
2024-04-25,25.5
2024-04-26,25.1
2024-04-27,40.0
2024-04-28,31.6
2024-04-29,20.2
2024-04-30,37.6
2024-05-01,47.5
2024-05-02,49.6
2024-05-03,45.0
2024-05-04,42.1
2024-05-05,50.5
2024-05-06,46.3
2024-05-07,31.1
2024-05-08,33.6
2024-05-09,30.1
2024-05-10,28.2
2024-05-11,34.2
2024-05-12,40.4
2024-05-13,26.6
2024-05-14,27.9
2024-05-15,39.7
2024-05-16,39.4
2024-05-17,28.0
2024-05-18,30.6
2024-05-19,25.1
2024-05-20,27.1
2024-05-21,24.2
2024-05-22,23.9
2024-05-23,23.7
2024-05-24,25.7
2024-05-25,23.7
2024-05-26,19.7
2024-05-27,20.1
2024-05-28,21.7
2024-05-29,18.3
2024-05-30,22.8
2024-05-31,17.6
2024-06-01,15.0
2024-06-02,13.3
2024-06-03,15.8
2024-06-04,20.0
2024-06-05,17.2
2024-06-06,18.0
2024-06-07,17.2
2024-06-08,19.2
2024-06-09,14.7
2024-06-10,13.7
2024-06-11,13.5
2024-06-12,16.7
2024-06-13,22.7
2024-06-14,24.7
2024-06-15,27.1
2024-06-16,24.1
2024-06-17,20.7
2024-06-18,21.9
2024-06-19,26.2
2024-06-20,20.8
2024-06-21,19.8
2024-06-22,20.2
2024-06-23,17.0
2024-06-24,18.9
2024-06-25,18.9
2024-06-26,26.6
2024-06-27,31.8
2024-06-28,24.1
2024-06-29,27.1
2024-06-30,26.2
2024-07-01,16.3
2024-07-02,27.0
2024-07-03,24.7
2024-07-04,26.1
2024-07-05,18.6
2024-07-06,20.1
2024-07-07,15.8
2024-07-08,21.1
2024-07-09,21.5
2024-07-10,18.1
2024-07-11,20.8
2024-07-12,17.3
2024-07-13,21.3
2024-07-14,18.1
2024-07-15,19.4
2024-07-16,15.0
2024-07-17,15.2
2024-07-18,19.7
2024-07-19,21.6
2024-07-20,20.4
2024-07-21,21.0
2024-07-22,25.7
2024-07-23,20.7
2024-07-24,12.4
2024-07-25,23.7
2024-07-26,25.8
2024-07-27,23.6
2024-07-28,20.7
2024-07-29,17.4
2024-07-30,17.6
2024-07-31,20.7
2024-08-01,21.1
2024-08-02,29.6
2024-08-03,27.9
2024-08-04,24.2
2024-08-05,20.0
2024-08-06,20.9
2024-08-07,23.6
2024-08-08,23.2
2024-08-09,20.4
2024-08-10,18.1
2024-08-11,16.8
2024-08-12,15.3
2024-08-13,15.7
2024-08-14,20.3
2024-08-15,20.4
2024-08-16,20.5
2024-08-17,21.0
2024-08-18,18.8
2024-08-19,16.7
2024-08-20,21.0
2024-08-21,18.6
2024-08-22,19.1
2024-08-23,22.0
2024-08-24,30.8
2024-08-25,27.5
2024-08-26,18.8
2024-08-27,22.3
2024-08-28,15.7
2024-08-29,13.1
2024-08-30,14.0
2024-08-31,16.8
2024-09-01,15.2
2024-09-02,19.2
2024-09-03,22.0
2024-09-04,19.7
2024-09-05,16.8
2024-09-06,16.5
2024-09-07,19.0
2024-09-08,20.7
2024-09-09,19.0
2024-09-10,21.9
2024-09-11,20.9
2024-09-12,23.5
2024-09-13,26.8
2024-09-14,18.6
2024-09-15,18.0
2024-09-16,23.4
2024-09-17,25.7
2024-09-18,27.3
2024-09-19,23.9
2024-09-20,16.7
2024-09-21,28.4
2024-09-22,20.2
2024-09-23,20.7
2024-09-24,26.2
2024-09-25,28.4
2024-09-26,32.1
2024-09-27,42.6
2024-09-28,36.0
2024-09-29,18.6
2024-09-30,16.8
2024-10-01,21.0
2024-10-02,21.2
2024-10-03,19.7
2024-10-04,23.4
2024-10-05,33.9
2024-10-06,29.6
2024-10-07,30.8
2024-10-08,37.4
2024-10-09,22.1
2024-10-10,30.0
2024-10-11,29.2
2024-10-12,39.1
2024-10-13,26.6
2024-10-14,27.6
2024-10-15,35.7
2024-10-16,27.2
2024-10-17,26.7
2024-10-18,27.0
2024-10-19,23.0
2024-10-20,18.1
2024-10-21,24.3
2024-10-22,29.1
2024-10-23,26.0
2024-10-24,35.6
2024-10-25,44.6
2024-10-26,26.8
2024-10-27,19.5
2024-10-28,22.9
2024-10-29,29.4
2024-10-30,26.3
2024-10-31,30.5
2024-11-01,29.2
2024-11-02,35.7
2024-11-03,27.1
2024-11-04,30.3
2024-11-05,22.8
2024-11-06,22.1
2024-11-07,28.4
2024-11-08,24.0
2024-11-09,34.1
2024-11-10,42.1
2024-11-11,36.8
2024-11-12,41.9
2024-11-13,46.3
2024-11-14,42.0
2024-11-15,39.2
2024-11-16,33.0
2024-11-17,31.9
2024-11-18,27.3
2024-11-19,24.2
2024-11-20,21.7
2024-11-21,21.0
2024-11-22,24.2
2024-11-23,20.2
2024-11-24,19.7
2024-11-25,23.7
2024-11-26,20.6
2024-11-27,20.8
2024-11-28,17.7
2024-11-29,21.9
2024-11-30,31.8
2024-12-01,43.0
2024-12-02,46.8
2024-12-03,51.3
2024-12-04,43.8
2024-12-05,30.3
2024-12-06,31.6
2024-12-07,36.0
2024-12-08,31.1
2024-12-09,26.0
2024-12-10,40.4
2024-12-11,41.9
2024-12-12,33.2
2024-12-13,26.3
2024-12-14,30.6
2024-12-15,20.6
2024-12-16,23.7
2024-12-17,33.4
2024-12-18,39.8
2024-12-19,28.8
2024-12-20,36.7
2024-12-21,44.4
2024-12-22,32.9
2024-12-23,36.5
2024-12-24,45.0
2024-12-25,44.1
2024-12-26,43.6
2024-12-27,44.5
2024-12-28,27.7
2024-12-29,23.3
2024-12-30,33.4
2024-12-31,34.9
2025-01-01,42.2
2025-01-02,39.3
2025-01-03,41.8
2025-01-04,38.4
2025-01-05,40.1
2025-01-06,45.4
2025-01-07,54.2
2025-01-08,62.0
2025-01-09,51.2
2025-01-10,33.4
2025-01-11,23.9
2025-01-12,31.2
2025-01-13,43.9
2025-01-14,58.4
2025-01-15,54.0
2025-01-16,37.6
2025-01-17,34.7
2025-01-18,47.4
2025-01-19,48.1
2025-01-20,58.7
2025-01-21,61.6
2025-01-22,67.4
2025-01-23,80.7
2025-01-24,74.8
2025-01-25,69.7
2025-01-26,46.7
2025-01-27,31.7
2025-01-28,31.5
2025-01-29,34.5
2025-01-30,43.0
2025-01-31,67.5
2025-02-01,59.2
2025-02-02,57.5
2025-02-03,53.1
2025-02-04,43.1
2025-02-05,47.2
2025-02-06,39.9
2025-02-07,45.1
2025-02-08,41.5
2025-02-09,25.3
2025-02-10,26.2
2025-02-11,42.6
2025-02-12,65.1
2025-02-13,62.0
2025-02-14,49.4
2025-02-15,49.5
2025-02-16,48.6
2025-02-17,34.4
2025-02-18,24.0
2025-02-19,31.6
2025-02-20,41.4
2025-02-21,47.3
2025-02-22,38.8
2025-02-23,34.4
2025-02-24,25.2
2025-02-25,26.5
2025-02-26,24.4
2025-02-27,33.2
2025-02-28,40.4
2025-03-01,29.7
2025-03-02,25.1
2025-03-03,25.9
2025-03-04,25.7
2025-03-05,22.0
2025-03-06,22.9
2025-03-07,23.2
2025-03-08,25.6
2025-03-09,28.7
2025-03-10,41.2
2025-03-11,32.7
2025-03-12,22.7
2025-03-13,22.3
2025-03-14,23.2
2025-03-15,23.5
2025-03-16,22.5
2025-03-17,20.5
2025-03-18,27.9
2025-03-19,32.7
2025-03-20,45.0
2025-03-21,48.1
2025-03-22,56.6
2025-03-23,72.3
2025-03-24,62.4
2025-03-25,46.4
2025-03-26,41.7
2025-03-27,42.9
2025-03-28,40.6
2025-03-29,39.0
2025-03-30,33.4
2025-03-31,32.0
2025-04-01,32.7
2025-04-02,36.3
2025-04-03,28.9
2025-04-04,19.8
2025-04-05,18.2
2025-04-06,19.9
2025-04-07,23.2
2025-04-08,26.0
2025-04-09,24.0
2025-04-10,27.2
2025-04-11,27.3
2025-04-12,16.8
2025-04-13,14.6
2025-04-14,17.6
2025-04-15,27.0
2025-04-16,23.9
2025-04-17,20.0
2025-04-18,15.0
2025-04-19,17.9
2025-04-20,12.4
2025-04-21,17.0
2025-04-22,16.9
2025-04-23,21.3
2025-04-24,20.1
2025-04-25,26.1
2025-04-26,14.4
2025-04-27,16.6
2025-04-28,16.3
2025-04-29,25.2
2025-04-30,40.3
2025-05-01,29.7
2025-05-02,29.2
2025-05-03,25.6
2025-05-04,21.8
2025-05-05,15.6
2025-05-06,16.9
2025-05-07,15.9
2025-05-08,17.9
2025-05-09,17.2
2025-05-10,17.8
2025-05-11,19.2
2025-05-12,19.6
2025-05-13,18.5
2025-05-14,17.8
2025-05-15,21.0
2025-05-16,20.9
2025-05-17,27.8
2025-05-18,22.9
2025-05-19,19.2
2025-05-20,20.2
2025-05-21,18.4
2025-05-22,27.1
2025-05-23,13.7
2025-05-24,17.9
2025-05-25,16.0
2025-05-26,12.7
2025-05-27,12.3
2025-05-28,15.1
2025-05-29,17.7
2025-05-30,17.3
2025-05-31,18.4
2025-06-01,18.0
2025-06-02,15.1
2025-06-03,19.3
2025-06-04,25.1
2025-06-05,25.6
2025-06-06,22.9
2025-06-07,20.3
2025-06-08,13.2
2025-06-09,13.1
2025-06-10,18.9
2025-06-11,20.2
2025-06-12,16.4
2025-06-13,19.3
2025-06-14,12.5
2025-06-15,12.1
2025-06-16,14.2
2025-06-17,17.5
2025-06-18,16.4
2025-06-19,17.4
2025-06-20,17.2
2025-06-21,15.2
2025-06-22,13.7
2025-06-23,14.8
2025-06-24,15.3
2025-06-25,19.3
2025-06-26,17.5
2025-06-27,16.5
2025-06-28,19.9
2025-06-29,17.5
2025-06-30,22.8
